10,756
11,597
12,261
13,346
14,670
15,725
16,426
17,259
18,517
19,756
20,586
21,280
22,342
23,651
24,731
25,429
26,276
27,492
28,744
29,582
30,292
31,350
32,669
33,692
34,437
35,271
36,502
37,720
38,596
39,308
40,369
41,654
42,685
43,432
44,287
45,498
46,708
47,579
48,328
49,368
50,647
51,680
52,437
53,303
54,517
55,716
56,574
57,329
58,373
59,634
60,670
61,444
62,305
63,525
64,714
65,563
66,356
67,406
68,625
69,678
70,454
71,333
72,514
73,683
74,562
75,357
76,405
77,641
78,671
79,463
80,330
81,502
82,695
83,587
84,358
85,422
86,615
87,657
88,444
89,339
90,508
91,671
92,568
93,365
94,416
95,635
96,649
97,454
98,366
99,514
100,681
101,558
102,400
103,421
104,629
105,664
106,482
107,375
108,531
109,676
110,562
111,383
112,432
113,628
114,642
115,470
116,393
117,535
118,654
119,580
120,414
121,450
122,615
123,630
124,471
125,400
126,518
127,662
128,566
129,419
130,430
131,598
132,645
133,480
134,411
135,540
136,644
137,573
138,411
139,450
140,593
141,632
142,477
143,402
144,516
145,636
146,583
147,437
148,443
149,608
150,620
151,475
152,426
153,517
154,635
155,583
156,436
157,447
158,596
159,628
160,500
161,417
162,518
163,631
164,564
165,446
166,479
167,602
168,611
169,488
170,441
171,537
172,619
173,580
174,436
175,464
176,592
177,623
178,500
179,434
180,546
181,627
182,557
183,445
184,474
185,602
186,620
187,507
188,439
189,550
190,621
191,573
192,455
193,495
194,583
195,620
196,498
197,458
198,539
199,615
200,561
201,452
202,496
203,595
204,608
205,499
206,444
207,542
208,625
209,568
210,478
211,497
212,600
213,602
214,513
215,469
216,542
217,632
218,581
219,482
220,505
221,577
222,609
223,512
224,474
225,552
226,622
227,571
228,488
229,491
230,582
231,618
232,514
233,472
234,546
235,604
236,583
237,489
238,503
239,590
240,618
241,520
242,497
243,548
244,614
245,560
246,485
247,501
248,587
249,605
250,532
251,488
252,551
253,621
254,583
255,508
256,514
257,602
258,618
259,529
260,492
261,562
262,621
263,583
264,499
265,510
266,604
267,611
268,518
269,500
270,563
271,596
272,574
273,507
274,533
275,579
276,609
277,532
278,507
279,550
280,618
281,582
282,509
283,510
284,593
285,588
286,532
287,500
288,547
289,615
290,583
291,499
292,525
293,577
294,609
295,536
296,501
297,543
298,594
299,561
