10,605
11,530
12,416
13,447
14,548
15,586
16,470
17,400
18,496
19,576
20,544
21,428
22,444
23,543
24,583
25,476
26,430
27,489
28,583
29,519
30,445
31,446
32,569
33,589
34,468
35,419
36,494
37,599
38,532
39,431
40,456
41,559
42,569
43,484
44,426
45,516
46,589
47,518
48,439
49,467
50,569
51,558
52,483
53,438
54,511
55,591
56,538
57,456
58,466
59,548
60,565
61,488
62,454
63,522
64,561
65,524
66,443
67,456
68,543
69,575
70,494
71,462
72,507
73,569
74,523
75,448
76,480
77,546
78,576
79,495
80,467
81,523
82,560
83,532
84,472
85,480
86,542
87,572
88,484
89,453
90,526
91,560
92,535
93,464
94,472
95,540
96,575
97,502
98,450
99,514
100,560
101,525
102,474
103,480
104,536
105,563
106,485
107,475
108,503
109,560
110,530
111,467
112,486
113,535
114,567
115,502
116,481
117,511
118,578
119,531
120,477
121,477
122,560
123,563
124,513
125,460
126,505
127,577
128,540
129,495
130,479
131,559
132,573
133,501
134,465
135,525
136,573
137,530
138,500
139,483
140,563
141,572
142,505
143,484
144,517
145,569
146,544
147,495
148,487
149,550
150,563
151,516
152,492
153,519
154,558
155,538
156,495
157,504
158,548
159,565
160,497
161,481
162,516
163,568
164,542
165,509
166,493
167,549
168,562
169,525
170,483
171,522
172,548
173,549
174,500
175,500
176,565
177,573
178,523
179,494
180,522
181,556
182,529
183,496
184,498
185,559
186,563
187,518
188,498
189,533
190,570
191,556
192,490
193,504
194,566
195,548
196,512
197,487
198,545
199,576
200,548
201,506
202,499
203,545
204,572
205,538
206,496
207,534
208,553
209,557
210,497
211,517
212,539
213,548
214,526
215,504
216,527
217,574
218,550
219,514
220,523
221,547
222,555
223,541
224,521
225,541
226,553
227,532
228,523
229,516
230,565
231,558
232,514
233,525
234,532
235,552
236,536
237,519
238,528
239,557
240,575
241,521
242,504
243,533
244,550
245,542
246,522
247,526
248,546
249,559
250,545
251,525
252,555
253,555
254,539
255,512
256,518
257,569
258,551
259,533
260,533
261,530
262,559
263,536
264,522
265,515
266,543
267,568
268,543
269,523
270,529
271,572
272,553
273,521
274,544
275,545
276,576
277,525
278,520
279,552
280,554
281,551
282,520
283,529
284,555
285,568
286,545
287,514
288,551
289,566
290,556
291,526
292,527
293,572
294,562
295,546
296,537
297,559
298,553
299,545
